"ï.¿location"	"subject"	"measure"	"time"	"value"	"Country"
"DNK"	"DEATH"	"1000000VEH"	2004	146.37	"Denmark"
"DNK"	"INJURE"	"NBR"	2015	3156	"Denmark"
"DNK"	"ACCIDENTCASUAL"	"NBR"	2002	7126	"Denmark"
"DNK"	"DEATH"	"NBR"	2003	432	"Denmark"
"DNK"	"ACCIDENTCASUAL"	"NBR"	2004	6209	"Denmark"
"DNK"	"DEATH"	"1000000HAB"	2004	68.28	"Denmark"
"DNK"	"DEATH"	"NBR"	2001	431	"Denmark"
"DNK"	"DEATH"	"1000000VEH"	2012	57.02	"Denmark"
"DNK"	"DEATH"	"1000000HAB"	2008	73.9	"Denmark"
"DNK"	"INJURE"	"NBR"	2014	3193	"Denmark"
"DNK"	"DEATH"	"1000000HAB"	2005	61.08	"Denmark"
"DNK"	"DEATH"	"1000000HAB"	2001	80.43	"Denmark"
"DNK"	"DEATH"	"1000000VEH"	2002	187	"Denmark"
"DNK"	"ACCIDENTCASUAL"	"NBR"	2012	3124	"Denmark"
"DNK"	"INJURE"	"NBR"	2002	8791	"Denmark"
"DNK"	"ACCIDENTCASUAL"	"NBR"	2008	5020	"Denmark"
"DNK"	"ACCIDENTCASUAL"	"NBR"	2001	6861	"Denmark"
"DNK"	"DEATH"	"NBR"	2010	255	"Denmark"
"DNK"	"DEATH"	"1000000HAB"	2010	45.97	"Denmark"
"DNK"	"DEATH"	"1000000VEH"	2011	75.91	"Denmark"
"DNK"	"DEATH"	"1000000HAB"	2011	39.49	"Denmark"
"DNK"	"INJURE"	"NBR"	2016	3228	"Denmark"
"DNK"	"INJURE"	"NBR"	2012	3611	"Denmark"
"DNK"	"ACCIDENTCASUAL"	"NBR"	2014	2880	"Denmark"
"DNK"	"ACCIDENTCASUAL"	"NBR"	2003	6749	"Denmark"
"DNK"	"ACCIDENTCASUAL"	"NBR"	2015	2853	"Denmark"
"DNK"	"DEATH"	"1000000VEH"	2007	146.73	"Denmark"
"DNK"	"DEATH"	"NBR"	2000	498	"Denmark"
"DNK"	"ACCIDENTCASUAL"	"NBR"	2007	5549	"Denmark"
"DNK"	"ACCIDENTCASUAL"	"NBR"	2000	7346	"Denmark"
"DNK"	"DEATH"	"1000000HAB"	2000	93.27	"Denmark"
"DNK"	"INJURE"	"NBR"	2005	6588	"Denmark"
"DNK"	"INJURE"	"NBR"	2008	5923	"Denmark"
"DNK"	"INJURE"	"NBR"	2006	6515	"Denmark"
"DNK"	"INJURE"	"NBR"	2001	8465	"Denmark"
"DNK"	"INJURE"	"NBR"	2000	9092	"Denmark"
"DNK"	"INJURE"	"NBR"	2011	4039	"Denmark"
"DNK"	"DEATH"	"NBR"	2009	303	"Denmark"
"DNK"	"DEATH"	"1000000HAB"	2012	29.87	"Denmark"
"DNK"	"INJURE"	"NBR"	2013	3394	"Denmark"
"DNK"	"INJURE"	"NBR"	2010	4153	"Denmark"
"DNK"	"ACCIDENTCASUAL"	"NBR"	2016	2882	"Denmark"
"DNK"	"DEATH"	"1000000HAB"	2007	74.34	"Denmark"
"DNK"	"INJURE"	"NBR"	2007	6656	"Denmark"
"DNK"	"INJURE"	"NBR"	2009	4947	"Denmark"
"DNK"	"DEATH"	"1000000VEH"	2009	104.81	"Denmark"
"DNK"	"DEATH"	"1000000VEH"	2000	206.72	"Denmark"
"DNK"	"DEATH"	"1000000HAB"	2013	34.02	"Denmark"
"DNK"	"DEATH"	"1000000VEH"	2010	88.17	"Denmark"
"DNK"	"DEATH"	"1000000VEH"	2003	172.66	"Denmark"
"DNK"	"DEATH"	"1000000VEH"	2008	140.58	"Denmark"
"ESP"	"DEATH"	"1000000HAB"	2004	110.46	"Spain"
"ESP"	"DEATH"	"1000000HAB"	2001	135.37	"Spain"
"ESP"	"DEATH"	"1000000HAB"	2003	127.98	"Spain"
"ESP"	"DEATH"	"NBR"	2008	3100	"Spain"
"ESP"	"DEATH"	"NBR"	2004	4741	"Spain"
"ESP"	"INJURE"	"NBR"	2014	126632	"Spain"
"ESP"	"DEATH"	"1000000HAB"	2000	143.46	"Spain"
"ESP"	"DEATH"	"NBR"	2005	4442	"Spain"
"ESP"	"DEATH"	"1000000HAB"	2002	129.06	"Spain"
"ESP"	"DEATH"	"NBR"	2007	3823	"Spain"
"ESP"	"DEATH"	"1000000VEH"	2008	92.87	"Spain"
"ESP"	"DEATH"	"1000000VEH"	2011	61.5	"Spain"
"ESP"	"DEATH"	"NBR"	2009	2714	"Spain"
"ESP"	"DEATH"	"NBR"	2010	2478	"Spain"
"ESP"	"DEATH"	"NBR"	2000	5776	"Spain"
"ESP"	"INJURE"	"NBR"	2015	134455	"Spain"
"ESP"	"INJURE"	"NBR"	2013	124720	"Spain"
"ESP"	"DEATH"	"NBR"	2003	5399	"Spain"
"ESP"	"DEATH"	"1000000VEH"	2007	116.74	"Spain"
"ESP"	"DEATH"	"NBR"	2016	1810	"Spain"
"ESP"	"DEATH"	"1000000VEH"	2009	81.73	"Spain"
"ESP"	"DEATH"	"NBR"	2006	4104	"Spain"
"ESP"	"DEATH"	"1000000VEH"	2013	50.87	"Spain"
"ESP"	"DEATH"	"1000000VEH"	2014	51.09	"Spain"
"ESP"	"INJURE"	"NBR"	2007	142521	"Spain"
"ESP"	"DEATH"	"1000000VEH"	2012	57.02	"Spain"
"ESP"	"DEATH"	"NBR"	2002	5347	"Spain"
"ESP"	"INJURE"	"NBR"	2011	115627	"Spain"
"ESP"	"DEATH"	"NBR"	2001	5517	"Spain"
"ESP"	"DEATH"	"1000000HAB"	2009	58.54	"Spain"
"ESP"	"INJURE"	"NBR"	2016	140390	"Spain"
"ESP"	"DEATH"	"NBR"	2015	1689	"Spain"
"ESP"	"DEATH"	"1000000VEH"	2006	130.71	"Spain"
"ESP"	"DEATH"	"1000000HAB"	2010	53.2	"Spain"
"ESP"	"DEATH"	"1000000VEH"	2010	74.25	"Spain"
"ESP"	"INJURE"	"NBR"	2003	150635	"Spain"
"ESP"	"INJURE"	"NBR"	2004	138383	"Spain"
"ESP"	"DEATH"	"1000000HAB"	2005	101.76	"Spain"
"ESP"	"DEATH"	"1000000HAB"	2006	92.44	"Spain"
"ESP"	"DEATH"	"1000000HAB"	2007	84.53	"Spain"
"ESP"	"INJURE"	"NBR"	2010	120345	"Spain"
"ESP"	"INJURE"	"NBR"	2012	115890	"Spain"
"ESP"	"DEATH"	"NBR"	2013	1680	"Spain"
"ESP"	"DEATH"	"1000000HAB"	2008	67.46	"Spain"
"ESP"	"ACCIDENTCASUAL"	"NBR"	2000	101729	"Spain"
"ESP"	"DEATH"	"NBR"	2014	1688	"Spain"
"ESP"	"INJURE"	"NBR"	2000	149781	"Spain"
"ESP"	"INJURE"	"NBR"	2001	149599	"Spain"
"ESP"	"INJURE"	"NBR"	2002	146917	"Spain"
"ESP"	"ACCIDENTCASUAL"	"NBR"	2005	91187	"Spain"
"ESP"	"DEATH"	"1000000VEH"	2015	50.55	"Spain"
"ESP"	"INJURE"	"NBR"	2006	143450	"Spain"
"ESP"	"INJURE"	"NBR"	2008	130947	"Spain"
"ESP"	"DEATH"	"NBR"	2012	1903	"Spain"
"ESP"	"INJURE"	"NBR"	2009	124966	"Spain"
"ESP"	"DEATH"	"1000000VEH"	2001	211.73	"Spain"
"ESP"	"DEATH"	"1000000VEH"	2002	197.23	"Spain"
"ESP"	"DEATH"	"1000000VEH"	2003	197.66	"Spain"
"ESP"	"DEATH"	"1000000VEH"	2004	165.34	"Spain"
"ESP"	"ACCIDENTCASUAL"	"NBR"	2002	98433	"Spain"
"ESP"	"ACCIDENTCASUAL"	"NBR"	2003	99987	"Spain"
"ESP"	"ACCIDENTCASUAL"	"NBR"	2004	94009	"Spain"
"ESP"	"DEATH"	"1000000HAB"	2015	36.39	"Spain"
"ESP"	"INJURE"	"NBR"	2005	132809	"Spain"
"ESP"	"DEATH"	"1000000HAB"	2011	44.07	"Spain"
"ESP"	"DEATH"	"NBR"	2011	2060	"Spain"
"ESP"	"ACCIDENTCASUAL"	"NBR"	2013	89519	"Spain"
"ESP"	"DEATH"	"1000000VEH"	2000	224.62	"Spain"
"ESP"	"ACCIDENTCASUAL"	"NBR"	2011	83027	"Spain"
"ESP"	"ACCIDENTCASUAL"	"NBR"	2012	83115	"Spain"
"ESP"	"DEATH"	"1000000HAB"	2012	40.69	"Spain"
"ESP"	"ACCIDENTCASUAL"	"NBR"	2014	91570	"Spain"
"ESP"	"DEATH"	"1000000VEH"	2005	148.22	"Spain"
"ESP"	"ACCIDENTCASUAL"	"NBR"	2016	102362	"Spain"
"ESP"	"ACCIDENTCASUAL"	"NBR"	2010	85503	"Spain"
"ESP"	"DEATH"	"1000000HAB"	2013	36.04	"Spain"
"ESP"	"DEATH"	"1000000HAB"	2014	36.32	"Spain"
"ESP"	"ACCIDENTCASUAL"	"NBR"	2009	88251	"Spain"
"ESP"	"ACCIDENTCASUAL"	"NBR"	2015	97756	"Spain"
"ESP"	"ACCIDENTCASUAL"	"NBR"	2006	99797	"Spain"
"ESP"	"ACCIDENTCASUAL"	"NBR"	2007	100508	"Spain"
"ESP"	"ACCIDENTCASUAL"	"NBR"	2001	100393	"Spain"
"ESP"	"ACCIDENTCASUAL"	"NBR"	2008	93161	"Spain"
"EST"	"DEATH"	"NBR"	2010	79	"Estonia"
"EST"	"DEATH"	"NBR"	2013	81	"Estonia"
"EST"	"DEATH"	"NBR"	2012	87	"Estonia"
"EST"	"DEATH"	"NBR"	2009	100	"Estonia"
"EST"	"INJURE"	"NBR"	2003	2540	"Estonia"
"EST"	"INJURE"	"NBR"	2004	2875	"Estonia"
"EST"	"INJURE"	"NBR"	2009	1931	"Estonia"
"EST"	"ACCIDENTCASUAL"	"NBR"	2007	2450	"Estonia"
"EST"	"DEATH"	"NBR"	2011	101	"Estonia"
"EST"	"INJURE"	"NBR"	2010	1720	"Estonia"
"EST"	"DEATH"	"NBR"	2003	164	"Estonia"
"EST"	"DEATH"	"1000000VEH"	2011	147.52	"Estonia"
"EST"	"DEATH"	"NBR"	2008	132	"Estonia"
"EST"	"DEATH"	"1000000VEH"	2012	121.12	"Estonia"
"EST"	"DEATH"	"1000000HAB"	2012	65.77	"Estonia"
"EST"	"DEATH"	"1000000VEH"	2013	107.71	"Estonia"
"EST"	"INJURE"	"NBR"	2011	1879	"Estonia"
"EST"	"ACCIDENTCASUAL"	"NBR"	2016	1458	"Estonia"
"EST"	"ACCIDENTCASUAL"	"NBR"	2009	1505	"Estonia"
"EST"	"DEATH"	"1000000HAB"	2005	125.48	"Estonia"
"EST"	"DEATH"	"NBR"	2007	196	"Estonia"
"EST"	"DEATH"	"1000000HAB"	2013	61.46	"Estonia"
"EST"	"ACCIDENTCASUAL"	"NBR"	2000	1504	"Estonia"
"EST"	"DEATH"	"1000000VEH"	2010	119.91	"Estonia"
"EST"	"INJURE"	"NBR"	2014	1750	"Estonia"
"EST"	"INJURE"	"NBR"	2012	1707	"Estonia"
"EST"	"DEATH"	"1000000HAB"	2014	59.34	"Estonia"
"EST"	"ACCIDENTCASUAL"	"NBR"	2008	1869	"Estonia"
"EST"	"DEATH"	"1000000VEH"	2007	314.02	"Estonia"
"EST"	"ACCIDENTCASUAL"	"NBR"	2011	1492	"Estonia"
"EST"	"ACCIDENTCASUAL"	"NBR"	2015	1392	"Estonia"
"EST"	"DEATH"	"1000000HAB"	2006	151.47	"Estonia"
"EST"	"INJURE"	"NBR"	2016	1835	"Estonia"
"EST"	"DEATH"	"NBR"	2002	223	"Estonia"
"EST"	"DEATH"	"NBR"	2006	204	"Estonia"
"EST"	"DEATH"	"1000000HAB"	2011	76.09	"Estonia"
"EST"	"INJURE"	"NBR"	2008	2398	"Estonia"
"EST"	"ACCIDENTCASUAL"	"NBR"	2006	2585	"Estonia"
"EST"	"ACCIDENTCASUAL"	"NBR"	2013	1385	"Estonia"
"EST"	"DEATH"	"NBR"	2001	199	"Estonia"
"EST"	"DEATH"	"NBR"	2000	204	"Estonia"
"EST"	"DEATH"	"1000000VEH"	2002	452.16	"Estonia"
"EST"	"DEATH"	"1000000VEH"	2008	200.58	"Estonia"
"EST"	"DEATH"	"NBR"	2004	170	"Estonia"
"EST"	"DEATH"	"NBR"	2005	170	"Estonia"
"EST"	"DEATH"	"1000000HAB"	2010	59.33	"Estonia"
"EST"	"INJURE"	"NBR"	2013	1733	"Estonia"
"EST"	"DEATH"	"NBR"	2015	61	"Estonia"
"EST"	"ACCIDENTCASUAL"	"NBR"	2010	1347	"Estonia"
"EST"	"INJURE"	"NBR"	2007	3271	"Estonia"
"EST"	"INJURE"	"NBR"	2000	1843	"Estonia"
"EST"	"DEATH"	"1000000VEH"	2009	153.73	"Estonia"
"EST"	"ACCIDENTCASUAL"	"NBR"	2001	1888	"Estonia"
"EST"	"DEATH"	"NBR"	2014	72	"Estonia"
"EST"	"INJURE"	"NBR"	2015	1761	"Estonia"
"EST"	"DEATH"	"1000000HAB"	2008	98.72	"Estonia"
"EST"	"DEATH"	"1000000HAB"	2002	161.67	"Estonia"
"EST"	"ACCIDENTCASUAL"	"NBR"	2002	2164	"Estonia"
"EST"	"ACCIDENTCASUAL"	"NBR"	2003	1931	"Estonia"
"EST"	"INJURE"	"NBR"	2002	2868	"Estonia"
"EST"	"ACCIDENTCASUAL"	"NBR"	2014	1437	"Estonia"
"EST"	"INJURE"	"NBR"	2001	2443	"Estonia"
"EST"	"DEATH"	"1000000HAB"	2009	74.93	"Estonia"
"EST"	"ACCIDENTCASUAL"	"NBR"	2012	1383	"Estonia"
"EST"	"INJURE"	"NBR"	2006	3508	"Estonia"
"EST"	"DEATH"	"1000000HAB"	2007	146.19	"Estonia"
"EST"	"DEATH"	"1000000HAB"	2004	124.77	"Estonia"
"EST"	"DEATH"	"NBR"	2016	63	"Estonia"
"EST"	"DEATH"	"1000000HAB"	2000	146.03	"Estonia"
"EST"	"INJURE"	"NBR"	2005	3027	"Estonia"
"EST"	"ACCIDENTCASUAL"	"NBR"	2004	2244	"Estonia"
"EST"	"DEATH"	"1000000HAB"	2003	119.65	"Estonia"
"EST"	"DEATH"	"1000000HAB"	2001	143.36	"Estonia"
"EST"	"ACCIDENTCASUAL"	"NBR"	2005	2341	"Estonia"
"FIN"	"DEATH"	"1000000VEH"	2008	102.2	"Finland"
"FIN"	"DEATH"	"1000000HAB"	2000	76.5	"Finland"
"FIN"	"ACCIDENTCASUAL"	"NBR"	2004	6767	"Finland"
"FIN"	"DEATH"	"1000000VEH"	2004	130.53	"Finland"
"FIN"	"DEATH"	"1000000VEH"	2003	137.07	"Finland"
"FIN"	"DEATH"	"1000000VEH"	2002	153.36	"Finland"
"FIN"	"DEATH"	"1000000VEH"	2009	75.34	"Finland"
"FIN"	"DEATH"	"1000000VEH"	2007	117.1	"Finland"
"FIN"	"INJURE"	"NBR"	2006	8580	"Finland"
"FIN"	"DEATH"	"NBR"	2016	256	"Finland"
"FIN"	"ACCIDENTCASUAL"	"NBR"	2003	6907	"Finland"
"FIN"	"ACCIDENTCASUAL"	"NBR"	2014	5324	"Finland"
"FIN"	"ACCIDENTCASUAL"	"NBR"	2002	6196	"Finland"
"FIN"	"INJURE"	"NBR"	2005	8983	"Finland"
"FIN"	"ACCIDENTCASUAL"	"NBR"	2005	7022	"Finland"
"FIN"	"DEATH"	"1000000VEH"	2005	126.33	"Finland"
"FIN"	"DEATH"	"1000000VEH"	2001	162.78	"Finland"
"FIN"	"DEATH"	"NBR"	2015	270	"Finland"
"FIN"	"DEATH"	"NBR"	2003	379	"Finland"
"FIN"	"DEATH"	"NBR"	2000	396	"Finland"
"FIN"	"INJURE"	"NBR"	2015	6408	"Finland"
"FIN"	"INJURE"	"NBR"	2016	5888	"Finland"
"FIN"	"DEATH"	"1000000VEH"	2000	153.13	"Finland"
"FIN"	"DEATH"	"1000000VEH"	2006	107.69	"Finland"
"FIN"	"ACCIDENTCASUAL"	"NBR"	2011	6408	"Finland"
"FIN"	"ACCIDENTCASUAL"	"NBR"	2013	5334	"Finland"
"FIN"	"INJURE"	"NBR"	2004	8791	"Finland"
"FIN"	"DEATH"	"NBR"	2002	415	"Finland"
"FIN"	"INJURE"	"NBR"	2014	6705	"Finland"
"FIN"	"DEATH"	"NBR"	2013	258	"Finland"
"FIN"	"DEATH"	"1000000HAB"	2001	83.46	"Finland"
"FIN"	"ACCIDENTCASUAL"	"NBR"	2001	6451	"Finland"
"FIN"	"INJURE"	"NBR"	2001	8411	"Finland"
"FIN"	"ACCIDENTCASUAL"	"NBR"	2009	6414	"Finland"
"FIN"	"DEATH"	"NBR"	2014	229	"Finland"
"FIN"	"DEATH"	"NBR"	2001	433	"Finland"
"FIN"	"DEATH"	"1000000VEH"	2012	61.74	"Finland"
"FIN"	"DEATH"	"NBR"	2012	255	"Finland"
"FIN"	"ACCIDENTCASUAL"	"NBR"	2012	5725	"Finland"
"FIN"	"DEATH"	"1000000HAB"	2005	72.24	"Finland"
"FIN"	"INJURE"	"NBR"	2013	6681	"Finland"
"FIN"	"ACCIDENTCASUAL"	"NBR"	2010	6072	"Finland"
"FIN"	"DEATH"	"1000000HAB"	2014	41.93	"Finland"
"FIN"	"INJURE"	"NBR"	2003	9088	"Finland"
"FIN"	"INJURE"	"NBR"	2000	8508	"Finland"
"FIN"	"DEATH"	"NBR"	2004	375	"Finland"
"FIN"	"DEATH"	"NBR"	2007	380	"Finland"
"FIN"	"DEATH"	"1000000HAB"	2003	72.7	"Finland"
"FIN"	"DEATH"	"1000000HAB"	2004	71.73	"Finland"
"FIN"	"DEATH"	"1000000VEH"	2014	52.84	"Finland"
"FIN"	"DEATH"	"1000000VEH"	2015	60.07	"Finland"
"FIN"	"INJURE"	"NBR"	2012	7088	"Finland"
"FIN"	"INJURE"	"NBR"	2002	8156	"Finland"
"FIN"	"ACCIDENTCASUAL"	"NBR"	2008	6881	"Finland"
"FIN"	"DEATH"	"1000000HAB"	2011	54.19	"Finland"
"FIN"	"DEATH"	"1000000VEH"	2013	60.91	"Finland"
"FIN"	"DEATH"	"1000000VEH"	2011	72.82	"Finland"
"FIN"	"ACCIDENTCASUAL"	"NBR"	2000	6633	"Finland"
"FIN"	"DEATH"	"1000000HAB"	2002	79.8	"Finland"
"FIN"	"INJURE"	"NBR"	2011	7931	"Finland"
"FIN"	"DEATH"	"NBR"	2010	272	"Finland"
"FIN"	"DEATH"	"1000000HAB"	2012	47.1	"Finland"
"FIN"	"DEATH"	"1000000HAB"	2013	47.44	"Finland"
"FIN"	"DEATH"	"1000000HAB"	2009	52.26	"Finland"
"FIN"	"DEATH"	"1000000VEH"	2010	70.56	"Finland"
"FIN"	"ACCIDENTCASUAL"	"NBR"	2006	6740	"Finland"
"FIN"	"ACCIDENTCASUAL"	"NBR"	2007	6657	"Finland"
"FIN"	"INJURE"	"NBR"	2008	8513	"Finland"
"FIN"	"INJURE"	"NBR"	2007	8446	"Finland"
"FIN"	"INJURE"	"NBR"	2009	8057	"Finland"
"FIN"	"DEATH"	"NBR"	2011	292	"Finland"
"FIN"	"DEATH"	"1000000HAB"	2010	50.71	"Finland"
"FIN"	"DEATH"	"NBR"	2009	279	"Finland"
"FIN"	"ACCIDENTCASUAL"	"NBR"	2015	5185	"Finland"
"FIN"	"ACCIDENTCASUAL"	"NBR"	2016	4730	"Finland"
"FIN"	"DEATH"	"NBR"	2005	379	"Finland"
"FIN"	"DEATH"	"1000000HAB"	2007	71.85	"Finland"
"FIN"	"DEATH"	"NBR"	2006	336	"Finland"
"FIN"	"DEATH"	"1000000HAB"	2008	64.74	"Finland"
"FIN"	"DEATH"	"1000000HAB"	2015	48.52	"Finland"
"FIN"	"INJURE"	"NBR"	2010	7673	"Finland"
"FIN"	"DEATH"	"1000000HAB"	2006	63.8	"Finland"
"FIN"	"DEATH"	"NBR"	2008	344	"Finland"
"FRA"	"DEATH"	"1000000VEH"	2004	145.9	"France"
"FRA"	"ACCIDENTCASUAL"	"NBR"	2009	72315	"France"
"FRA"	"DEATH"	"1000000HAB"	2014	50.89	"France"
"FRA"	"DEATH"	"1000000HAB"	2001	132.99	"France"
"FRA"	"DEATH"	"NBR"	2001	8160	"France"
"FRA"	"DEATH"	"1000000HAB"	2000	132.63	"France"
"FRA"	"ACCIDENTCASUAL"	"NBR"	2002	105470	"France"
"FRA"	"ACCIDENTCASUAL"	"NBR"	2005	84525	"France"
"FRA"	"INJURE"	"NBR"	2001	153505	"France"
"FRA"	"DEATH"	"NBR"	2002	7655	"France"
"FRA"	"DEATH"	"1000000HAB"	2010	61.39	"France"
"FRA"	"DEATH"	"1000000HAB"	2012	55.64	"France"
"FRA"	"DEATH"	"NBR"	2000	8079	"France"
"FRA"	"INJURE"	"NBR"	2002	137426	"France"
"FRA"	"ACCIDENTCASUAL"	"NBR"	2004	85390	"France"
"FRA"	"DEATH"	"1000000VEH"	2003	159.94	"France"
"FRA"	"DEATH"	"1000000HAB"	2005	84.17	"France"
"FRA"	"INJURE"	"NBR"	2013	70607	"France"
"FRA"	"ACCIDENTCASUAL"	"NBR"	2016	57522	"France"
"FRA"	"DEATH"	"NBR"	2007	4620	"France"
"FRA"	"INJURE"	"NBR"	2003	115602	"France"
"FRA"	"DEATH"	"1000000HAB"	2011	60.65	"France"
"FRA"	"INJURE"	"NBR"	2000	161681	"France"
"FRA"	"DEATH"	"1000000HAB"	2008	66.41	"France"
"FRA"	"ACCIDENTCASUAL"	"NBR"	2000	121223	"France"
"FRA"	"ACCIDENTCASUAL"	"NBR"	2008	74487	"France"
"FRA"	"ACCIDENTCASUAL"	"NBR"	2006	80309	"France"
"FRA"	"ACCIDENTCASUAL"	"NBR"	2003	90220	"France"
"FRA"	"DEATH"	"NBR"	2008	4275	"France"
"FRA"	"DEATH"	"1000000HAB"	2002	123.86	"France"
"FRA"	"DEATH"	"1000000HAB"	2006	74.02	"France"
"FRA"	"INJURE"	"NBR"	2014	73048	"France"
"FRA"	"DEATH"	"NBR"	2013	3268	"France"
"FRA"	"DEATH"	"1000000HAB"	2013	49.54	"France"
"FRA"	"DEATH"	"NBR"	2012	3653	"France"
"FRA"	"DEATH"	"1000000HAB"	2007	72.17	"France"
"FRA"	"DEATH"	"NBR"	2006	4709	"France"
"FRA"	"INJURE"	"NBR"	2012	75851	"France"
"FRA"	"DEATH"	"1000000VEH"	2005	137.47	"France"
"FRA"	"ACCIDENTCASUAL"	"NBR"	2007	81272	"France"
"FRA"	"INJURE"	"NBR"	2004	108366	"France"
"FRA"	"DEATH"	"1000000HAB"	2004	89.2	"France"
"FRA"	"DEATH"	"1000000HAB"	2009	66.04	"France"
"FRA"	"DEATH"	"1000000HAB"	2003	97.33	"France"
"FRA"	"DEATH"	"NBR"	2003	6058	"France"
"FRA"	"ACCIDENTCASUAL"	"NBR"	2015	56603	"France"
"FRA"	"INJURE"	"NBR"	2010	84461	"France"
"FRA"	"DEATH"	"NBR"	2009	4273	"France"
"FRA"	"DEATH"	"NBR"	2010	3992	"France"
"FRA"	"DEATH"	"NBR"	2004	5593	"France"
"FRA"	"ACCIDENTCASUAL"	"NBR"	2001	116745	"France"
"FRA"	"INJURE"	"NBR"	2015	70802	"France"
"FRA"	"ACCIDENTCASUAL"	"NBR"	2011	65024	"France"
"FRA"	"DEATH"	"NBR"	2011	3963	"France"
"FRA"	"INJURE"	"NBR"	2009	90934	"France"
"FRA"	"ACCIDENTCASUAL"	"NBR"	2013	56812	"France"
"FRA"	"INJURE"	"NBR"	2006	102125	"France"
"FRA"	"INJURE"	"NBR"	2016	72645	"France"
"FRA"	"ACCIDENTCASUAL"	"NBR"	2014	58191	"France"
"FRA"	"ACCIDENTCASUAL"	"NBR"	2010	67288	"France"
"FRA"	"DEATH"	"1000000VEH"	2014	79.67	"France"
"FRA"	"ACCIDENTCASUAL"	"NBR"	2012	60437	"France"
"FRA"	"INJURE"	"NBR"	2011	81251	"France"
"FRA"	"DEATH"	"1000000VEH"	2001	222.48	"France"
"FRA"	"DEATH"	"1000000VEH"	2000	225.2	"France"
"FRA"	"DEATH"	"NBR"	2005	5318	"France"
"FRA"	"INJURE"	"NBR"	2007	103201	"France"
"FRA"	"DEATH"	"NBR"	2014	3384	"France"
"FRA"	"DEATH"	"1000000VEH"	2010	99.35	"France"
"FRA"	"DEATH"	"NBR"	2015	3461	"France"
"FRA"	"DEATH"	"1000000VEH"	2006	120.68	"France"
"FRA"	"DEATH"	"1000000VEH"	2002	204.84	"France"
"FRA"	"INJURE"	"NBR"	2005	108076	"France"
"FRA"	"DEATH"	"1000000VEH"	2013	77.18	"France"
"FRA"	"DEATH"	"1000000VEH"	2009	106.96	"France"
"FRA"	"DEATH"	"NBR"	2016	3477	"France"
"FRA"	"INJURE"	"NBR"	2008	93798	"France"
"FRA"	"DEATH"	"1000000VEH"	2012	86.41	"France"
"FRA"	"DEATH"	"1000000VEH"	2011	97.96	"France"
"FRA"	"DEATH"	"1000000VEH"	2007	117.11	"France"
"FRA"	"DEATH"	"1000000VEH"	2008	107.5	"France"
"GBR"	"DEATH"	"1000000HAB"	2005	55.23	"United Kingdom"
"GBR"	"DEATH"	"1000000HAB"	2006	54.2	"United Kingdom"
"GBR"	"INJURE"	"NBR"	2012	202931	"United Kingdom"
"GBR"	"INJURE"	"NBR"	2013	190923	"United Kingdom"
"GBR"	"DEATH"	"1000000HAB"	2004	56.14	"United Kingdom"
"GBR"	"ACCIDENTCASUAL"	"NBR"	2000	242117	"United Kingdom"
"GBR"	"INJURE"	"NBR"	2007	254157	"United Kingdom"
"GBR"	"INJURE"	"NBR"	2008	237811	"United Kingdom"
"GBR"	"DEATH"	"1000000HAB"	2008	42.79	"United Kingdom"
"GBR"	"DEATH"	"1000000VEH"	2000	120.83	"United Kingdom"
"GBR"	"DEATH"	"1000000VEH"	2001	117.91	"United Kingdom"
"GBR"	"DEATH"	"1000000HAB"	2007	49.88	"United Kingdom"
"GBR"	"DEATH"	"NBR"	2003	3658	"United Kingdom"
"GBR"	"INJURE"	"NBR"	2006	264288	"United Kingdom"
"GBR"	"DEATH"	"NBR"	2004	3368	"United Kingdom"
"GBR"	"DEATH"	"1000000HAB"	2003	61.33	"United Kingdom"
"GBR"	"DEATH"	"NBR"	2006	3298	"United Kingdom"
"GBR"	"DEATH"	"NBR"	2007	3059	"United Kingdom"
"GBR"	"DEATH"	"NBR"	2008	2645	"United Kingdom"
"GBR"	"DEATH"	"NBR"	2005	3336	"United Kingdom"
"GBR"	"INJURE"	"NBR"	2014	202011	"United Kingdom"
"GBR"	"DEATH"	"NBR"	2002	3581	"United Kingdom"
"GBR"	"DEATH"	"NBR"	2000	3580	"United Kingdom"
"GBR"	"DEATH"	"1000000HAB"	2009	37.53	"United Kingdom"
"GBR"	"DEATH"	"1000000HAB"	2001	60.86	"United Kingdom"
"GBR"	"DEATH"	"1000000HAB"	2014	28.69	"United Kingdom"
"GBR"	"INJURE"	"NBR"	2009	229576	"United Kingdom"
"GBR"	"ACCIDENTCASUAL"	"NBR"	2009	169805	"United Kingdom"
"GBR"	"DEATH"	"1000000HAB"	2013	27.6	"United Kingdom"
"GBR"	"ACCIDENTCASUAL"	"NBR"	2013	144426	"United Kingdom"
"GBR"	"INJURE"	"NBR"	2000	331423	"United Kingdom"
"GBR"	"INJURE"	"NBR"	2010	215700	"United Kingdom"
"GBR"	"INJURE"	"NBR"	2011	210750	"United Kingdom"
"GBR"	"INJURE"	"NBR"	2004	286979	"United Kingdom"
"GBR"	"DEATH"	"NBR"	2001	3598	"United Kingdom"
"GBR"	"DEATH"	"NBR"	2015	1804	"United Kingdom"
"GBR"	"DEATH"	"1000000HAB"	2002	60.32	"United Kingdom"
"GBR"	"DEATH"	"1000000VEH"	2009	66.77	"United Kingdom"
