"ï.¿location"	"subject"	"measure"	"time"	"value"	"Country"
"ISR"	"INJURE"	"NBR"	2005	35034	"Israel"
"ISR"	"INJURE"	"NBR"	2006	35493	"Israel"
"ISR"	"INJURE"	"NBR"	2007	32423	"Israel"
"ISR"	"INJURE"	"NBR"	2008	31399	"Israel"
"ISR"	"INJURE"	"NBR"	2009	31518	"Israel"
"ISR"	"INJURE"	"NBR"	2010	27732	"Israel"
"ISR"	"INJURE"	"NBR"	2011	26800	"Israel"
"ISR"	"INJURE"	"NBR"	2012	23641	"Israel"
"ISR"	"INJURE"	"NBR"	2013	24017	"Israel"
"ISR"	"INJURE"	"NBR"	2014	21631	"Israel"
"ISR"	"INJURE"	"NBR"	2015	21842	"Israel"
"ISR"	"INJURE"	"NBR"	2016	21901	"Israel"
"ISR"	"ACCIDENTCASUAL"	"NBR"	2000	19925	"Israel"
"ISR"	"ACCIDENTCASUAL"	"NBR"	2001	18140	"Israel"
"ISR"	"ACCIDENTCASUAL"	"NBR"	2002	18490	"Israel"
"ISR"	"ACCIDENTCASUAL"	"NBR"	2003	17745	"Israel"
"ISR"	"ACCIDENTCASUAL"	"NBR"	2004	17762	"Israel"
"ISR"	"ACCIDENTCASUAL"	"NBR"	2005	16986	"Israel"
"ISR"	"ACCIDENTCASUAL"	"NBR"	2006	17190	"Israel"
"ISR"	"ACCIDENTCASUAL"	"NBR"	2007	16016	"Israel"
"ISR"	"ACCIDENTCASUAL"	"NBR"	2008	16531	"Israel"
"ISR"	"ACCIDENTCASUAL"	"NBR"	2009	16308	"Israel"
"ISR"	"ACCIDENTCASUAL"	"NBR"	2010	14724	"Israel"
"ISR"	"ACCIDENTCASUAL"	"NBR"	2011	14127	"Israel"
"ISR"	"ACCIDENTCASUAL"	"NBR"	2012	12484	"Israel"
"ISR"	"ACCIDENTCASUAL"	"NBR"	2013	13048	"Israel"
"ISR"	"ACCIDENTCASUAL"	"NBR"	2014	11772	"Israel"
"ISR"	"ACCIDENTCASUAL"	"NBR"	2015	12122	"Israel"
"ISR"	"ACCIDENTCASUAL"	"NBR"	2016	12015	"Israel"
"ISR"	"DEATH"	"1000000HAB"	2000	73.3	"Israel"
"ISR"	"DEATH"	"1000000HAB"	2001	84.17	"Israel"
"ISR"	"DEATH"	"1000000HAB"	2002	79.91	"Israel"
"ISR"	"DEATH"	"1000000HAB"	2003	66.52	"Israel"
"ISR"	"DEATH"	"1000000HAB"	2004	68.59	"Israel"
"ISR"	"DEATH"	"1000000HAB"	2005	63.06	"Israel"
"ISR"	"DEATH"	"1000000HAB"	2006	57.42	"Israel"
"ISR"	"DEATH"	"1000000HAB"	2007	53.2	"Israel"
"ISR"	"DEATH"	"1000000HAB"	2008	56.37	"Israel"
"ISR"	"DEATH"	"1000000HAB"	2009	41.95	"Israel"
"ISR"	"DEATH"	"1000000HAB"	2010	46.17	"Israel"
"ISR"	"DEATH"	"1000000HAB"	2011	43.91	"Israel"
"ISR"	"DEATH"	"1000000HAB"	2012	33.25	"Israel"
"ISR"	"DEATH"	"1000000HAB"	2013	34.37	"Israel"
"ISR"	"DEATH"	"1000000HAB"	2014	33.96	"Israel"
"ISR"	"DEATH"	"1000000HAB"	2015	38.42	"Israel"
"ISR"	"DEATH"	"1000000VEH"	2000	251.7	"Israel"
"ISR"	"DEATH"	"1000000VEH"	2001	283.04	"Israel"
"ISR"	"DEATH"	"1000000VEH"	2002	267.85	"Israel"
"ISR"	"DEATH"	"1000000VEH"	2003	224.49	"Israel"
"ISR"	"DEATH"	"1000000VEH"	2004	229.18	"Israel"
"ISR"	"DEATH"	"1000000VEH"	2005	207.37	"Israel"
"ISR"	"DEATH"	"1000000VEH"	2006	186.16	"Israel"
"ISR"	"DEATH"	"1000000VEH"	2007	167.28	"Israel"
"ISR"	"DEATH"	"1000000VEH"	2008	172.34	"Israel"
"ISR"	"DEATH"	"1000000VEH"	2009	127.71	"Israel"
"ISR"	"DEATH"	"1000000VEH"	2010	137.17	"Israel"
"ISR"	"DEATH"	"1000000VEH"	2011	127.09	"Israel"
"ISR"	"DEATH"	"1000000VEH"	2012	95.26	"Israel"
"ISR"	"DEATH"	"1000000VEH"	2013	97.18	"Israel"
"ISR"	"DEATH"	"1000000VEH"	2014	94.07	"Israel"
"ISR"	"DEATH"	"1000000VEH"	2015	104.15	"Israel"
"ITA"	"INJURE"	"NBR"	2001	373286	"Italy"
"ITA"	"DEATH"	"1000000HAB"	2013	56.46	"Italy"
"ITA"	"INJURE"	"NBR"	2016	249175	"Italy"
"ITA"	"INJURE"	"NBR"	2011	292019	"Italy"
"ITA"	"INJURE"	"NBR"	2004	343179	"Italy"
"ITA"	"INJURE"	"NBR"	2002	378491	"Italy"
"ITA"	"INJURE"	"NBR"	2010	304720	"Italy"
"ITA"	"ACCIDENTCASUAL"	"NBR"	2015	174539	"Italy"
"ITA"	"DEATH"	"1000000HAB"	2014	55.62	"Italy"
"ITA"	"DEATH"	"NBR"	2016	3283	"Italy"
"ITA"	"ACCIDENTCASUAL"	"NBR"	2016	175791	"Italy"
"ITA"	"DEATH"	"1000000HAB"	2000	124	"Italy"
"ITA"	"DEATH"	"1000000VEH"	2000	159.4	"Italy"
"ITA"	"DEATH"	"NBR"	2013	3401	"Italy"
"ITA"	"DEATH"	"1000000VEH"	2010	80.32	"Italy"
"ITA"	"INJURE"	"NBR"	2006	332955	"Italy"
"ITA"	"INJURE"	"NBR"	2007	325850	"Italy"
"ITA"	"ACCIDENTCASUAL"	"NBR"	2011	205638	"Italy"
"ITA"	"INJURE"	"NBR"	2003	356475	"Italy"
"ITA"	"DEATH"	"NBR"	2014	3381	"Italy"
"ITA"	"ACCIDENTCASUAL"	"NBR"	2014	177031	"Italy"
"ITA"	"INJURE"	"NBR"	2000	367074	"Italy"
"ITA"	"INJURE"	"NBR"	2013	258093	"Italy"
"ITA"	"DEATH"	"1000000VEH"	2009	83.19	"Italy"
"ITA"	"DEATH"	"1000000VEH"	2007	110.79	"Italy"
"ITA"	"DEATH"	"NBR"	2006	5669	"Italy"
"ITA"	"INJURE"	"NBR"	2005	334858	"Italy"
"ITA"	"DEATH"	"1000000HAB"	2007	87.8	"Italy"
"ITA"	"DEATH"	"1000000HAB"	2006	97.5	"Italy"
"ITA"	"DEATH"	"1000000HAB"	2009	71.7	"Italy"
"ITA"	"DEATH"	"1000000HAB"	2012	63.03	"Italy"
"ITA"	"ACCIDENTCASUAL"	"NBR"	2010	212997	"Italy"
"ITA"	"DEATH"	"NBR"	2012	3753	"Italy"
"ITA"	"DEATH"	"NBR"	2011	3860	"Italy"
"ITA"	"ACCIDENTCASUAL"	"NBR"	2012	188228	"Italy"
"ITA"	"ACCIDENTCASUAL"	"NBR"	2013	181660	"Italy"
"ITA"	"DEATH"	"1000000VEH"	2008	92.18	"Italy"
"ITA"	"DEATH"	"NBR"	2008	4725	"Italy"
"ITA"	"ACCIDENTCASUAL"	"NBR"	2001	263100	"Italy"
"ITA"	"DEATH"	"1000000HAB"	2008	80.32	"Italy"
"ITA"	"DEATH"	"1000000HAB"	2005	100.36	"Italy"
"ITA"	"DEATH"	"1000000VEH"	2002	148.76	"Italy"
"ITA"	"INJURE"	"NBR"	2014	251147	"Italy"
"ITA"	"INJURE"	"NBR"	2008	310745	"Italy"
"ITA"	"INJURE"	"NBR"	2012	266864	"Italy"
"ITA"	"DEATH"	"1000000HAB"	2011	65.01	"Italy"
"ITA"	"DEATH"	"1000000VEH"	2006	122.36	"Italy"
"ITA"	"DEATH"	"NBR"	2007	5131	"Italy"
"ITA"	"DEATH"	"NBR"	2015	3428	"Italy"
"ITA"	"DEATH"	"NBR"	2009	4237	"Italy"
"ITA"	"DEATH"	"1000000HAB"	2002	122.33	"Italy"
"ITA"	"DEATH"	"1000000HAB"	2003	114.51	"Italy"
"ITA"	"ACCIDENTCASUAL"	"NBR"	2002	265402	"Italy"
"ITA"	"DEATH"	"1000000VEH"	2001	155.44	"Italy"
"ITA"	"INJURE"	"NBR"	2009	307258	"Italy"
"ITA"	"DEATH"	"NBR"	2010	4114	"Italy"
"ITA"	"DEATH"	"1000000HAB"	2010	69.4	"Italy"
"ITA"	"DEATH"	"NBR"	2004	6122	"Italy"
"ITA"	"ACCIDENTCASUAL"	"NBR"	2004	243490	"Italy"
"ITA"	"DEATH"	"NBR"	2005	5818	"Italy"
"ITA"	"DEATH"	"NBR"	2002	6980	"Italy"
"ITA"	"INJURE"	"NBR"	2015	246920	"Italy"
"ITA"	"DEATH"	"1000000HAB"	2001	124.55	"Italy"
"ITA"	"DEATH"	"NBR"	2000	7061	"Italy"
"ITA"	"ACCIDENTCASUAL"	"NBR"	2008	218963	"Italy"
"ITA"	"DEATH"	"1000000HAB"	2004	106.13	"Italy"
"ITA"	"DEATH"	"1000000VEH"	2014	65.54	"Italy"
"ITA"	"ACCIDENTCASUAL"	"NBR"	2003	252271	"Italy"
"ITA"	"DEATH"	"1000000VEH"	2011	75.23	"Italy"
"ITA"	"ACCIDENTCASUAL"	"NBR"	2006	238124	"Italy"
"ITA"	"ACCIDENTCASUAL"	"NBR"	2005	240011	"Italy"
"ITA"	"DEATH"	"1000000VEH"	2005	128.76	"Italy"
"ITA"	"DEATH"	"NBR"	2001	7096	"Italy"
"ITA"	"ACCIDENTCASUAL"	"NBR"	2009	215405	"Italy"
"ITA"	"DEATH"	"NBR"	2003	6563	"Italy"
"ITA"	"ACCIDENTCASUAL"	"NBR"	2000	256546	"Italy"
"ITA"	"DEATH"	"1000000VEH"	2004	126.62	"Italy"
"ITA"	"DEATH"	"1000000VEH"	2003	135.88	"Italy"
"ITA"	"DEATH"	"1000000VEH"	2013	66.34	"Italy"
"ITA"	"ACCIDENTCASUAL"	"NBR"	2007	230871	"Italy"
"ITA"	"DEATH"	"1000000VEH"	2012	73.17	"Italy"
"JPN"	"DEATH"	"1000000HAB"	2008	47.47	"Japan"
"JPN"	"ACCIDENTCASUAL"	"NBR"	2002	936950	"Japan"
"JPN"	"ACCIDENTCASUAL"	"NBR"	2001	947253	"Japan"
"JPN"	"DEATH"	"1000000HAB"	2007	52.3	"Japan"
"JPN"	"DEATH"	"1000000HAB"	2014	38.05	"Japan"
"JPN"	"ACCIDENTCASUAL"	"NBR"	2003	948281	"Japan"
"JPN"	"DEATH"	"1000000HAB"	2006	57.38	"Japan"
"JPN"	"DEATH"	"1000000VEH"	2010	64.42	"Japan"
"JPN"	"DEATH"	"NBR"	2002	9645	"Japan"
"JPN"	"DEATH"	"NBR"	2009	5840	"Japan"
"JPN"	"DEATH"	"NBR"	2003	8944	"Japan"
"JPN"	"ACCIDENTCASUAL"	"NBR"	2000	931950	"Japan"
"JPN"	"DEATH"	"1000000VEH"	2009	64.3	"Japan"
"JPN"	"INJURE"	"NBR"	2005	1156053	"Japan"
"JPN"	"INJURE"	"NBR"	2011	853769	"Japan"
"JPN"	"INJURE"	"NBR"	2006	1097643	"Japan"
"JPN"	"ACCIDENTCASUAL"	"NBR"	2004	952720	"Japan"
"JPN"	"DEATH"	"1000000HAB"	2009	45.61	"Japan"
"JPN"	"DEATH"	"NBR"	2006	7336	"Japan"
"JPN"	"DEATH"	"1000000HAB"	2005	62.59	"Japan"
"JPN"	"DEATH"	"NBR"	2000	10410	"Japan"
"JPN"	"DEATH"	"1000000HAB"	2013	40.56	"Japan"
"JPN"	"INJURE"	"NBR"	2001	1179725	"Japan"
"JPN"	"DEATH"	"NBR"	2016	4698	"Japan"
"JPN"	"DEATH"	"1000000VEH"	2015	53.21	"Japan"
"JPN"	"DEATH"	"NBR"	2004	8572	"Japan"
"JPN"	"DEATH"	"NBR"	2005	7997	"Japan"
"JPN"	"DEATH"	"1000000VEH"	2013	57.03	"Japan"
"JPN"	"DEATH"	"1000000HAB"	2010	45.51	"Japan"
"JPN"	"DEATH"	"1000000HAB"	2011	43.3	"Japan"
"JPN"	"DEATH"	"1000000HAB"	2003	70.03	"Japan"
"JPN"	"DEATH"	"1000000HAB"	2004	67.09	"Japan"
"JPN"	"DEATH"	"NBR"	2001	10071	"Japan"
"JPN"	"DEATH"	"1000000VEH"	2008	66.68	"Japan"
"JPN"	"INJURE"	"NBR"	2004	1182481	"Japan"
"JPN"	"DEATH"	"1000000VEH"	2003	99.26	"Japan"
"JPN"	"DEATH"	"NBR"	2015	4885	"Japan"
"JPN"	"INJURE"	"NBR"	2012	824569	"Japan"
"JPN"	"DEATH"	"1000000VEH"	2011	61.3	"Japan"
"JPN"	"DEATH"	"1000000VEH"	2012	58.36	"Japan"
"JPN"	"DEATH"	"1000000HAB"	2015	38.27	"Japan"
"JPN"	"ACCIDENTCASUAL"	"NBR"	2010	725924	"Japan"
"JPN"	"ACCIDENTCASUAL"	"NBR"	2005	934346	"Japan"
"JPN"	"DEATH"	"1000000HAB"	2002	75.68	"Japan"
"JPN"	"DEATH"	"1000000HAB"	2001	79.21	"Japan"
"JPN"	"DEATH"	"1000000HAB"	2000	82.07	"Japan"
"JPN"	"DEATH"	"1000000HAB"	2012	41.24	"Japan"
"JPN"	"DEATH"	"1000000VEH"	2005	88.41	"Japan"
"JPN"	"ACCIDENTCASUAL"	"NBR"	2014	573842	"Japan"
"JPN"	"ACCIDENTCASUAL"	"NBR"	2009	737637	"Japan"
"JPN"	"INJURE"	"NBR"	2002	1166780	"Japan"
"JPN"	"DEATH"	"NBR"	2010	5828	"Japan"
"JPN"	"INJURE"	"NBR"	2007	1033753	"Japan"
"JPN"	"DEATH"	"1000000VEH"	2007	73.21	"Japan"
"JPN"	"DEATH"	"1000000VEH"	2004	95.1	"Japan"
"JPN"	"INJURE"	"NBR"	2009	910354	"Japan"
"JPN"	"ACCIDENTCASUAL"	"NBR"	2006	887267	"Japan"
"JPN"	"DEATH"	"NBR"	2014	4838	"Japan"
"JPN"	"INJURE"	"NBR"	2014	710649	"Japan"
"JPN"	"DEATH"	"1000000VEH"	2006	80.28	"Japan"
"JPN"	"INJURE"	"NBR"	2000	1154370	"Japan"
"JPN"	"INJURE"	"NBR"	2013	780715	"Japan"
"JPN"	"ACCIDENTCASUAL"	"NBR"	2007	832704	"Japan"
"JPN"	"INJURE"	"NBR"	2015	665255	"Japan"
"JPN"	"INJURE"	"NBR"	2008	944833	"Japan"
"JPN"	"ACCIDENTCASUAL"	"NBR"	2011	692084	"Japan"
"JPN"	"DEATH"	"NBR"	2012	5261	"Japan"
"JPN"	"ACCIDENTCASUAL"	"NBR"	2008	766394	"Japan"
"JPN"	"INJURE"	"NBR"	2003	1180505	"Japan"
"JPN"	"DEATH"	"1000000VEH"	2002	107.5	"Japan"
"JPN"	"DEATH"	"1000000VEH"	2000	117.49	"Japan"
"JPN"	"ACCIDENTCASUAL"	"NBR"	2016	499201	"Japan"
"JPN"	"DEATH"	"NBR"	2008	6079	"Japan"
"JPN"	"DEATH"	"NBR"	2011	5535	"Japan"
"JPN"	"DEATH"	"1000000VEH"	2001	112.85	"Japan"
"JPN"	"DEATH"	"NBR"	2007	6695	"Japan"
"JPN"	"ACCIDENTCASUAL"	"NBR"	2015	536899	"Japan"
"JPN"	"DEATH"	"1000000VEH"	2014	53.23	"Japan"
"JPN"	"INJURE"	"NBR"	2016	618059	"Japan"
"JPN"	"INJURE"	"NBR"	2010	895417	"Japan"
"JPN"	"ACCIDENTCASUAL"	"NBR"	2012	665157	"Japan"
"JPN"	"ACCIDENTCASUAL"	"NBR"	2013	629033	"Japan"
"JPN"	"DEATH"	"NBR"	2013	5165	"Japan"
"KOR"	"INJURE"	"NBR"	2001	386539	"Korea"
"KOR"	"DEATH"	"1000000HAB"	2007	126.88	"Korea"
"KOR"	"DEATH"	"1000000HAB"	2010	111.41	"Korea"
"KOR"	"INJURE"	"NBR"	2000	426984	"Korea"
"KOR"	"INJURE"	"NBR"	2010	352458	"Korea"
"KOR"	"DEATH"	"NBR"	2013	5092	"Korea"
"KOR"	"DEATH"	"NBR"	2012	5392	"Korea"
"KOR"	"INJURE"	"NBR"	2009	361875	"Korea"
"KOR"	"INJURE"	"NBR"	2003	376503	"Korea"
"KOR"	"ACCIDENTCASUAL"	"NBR"	2000	290481	"Korea"
"KOR"	"DEATH"	"1000000HAB"	2011	105.04	"Korea"
"KOR"	"ACCIDENTCASUAL"	"NBR"	2001	260579	"Korea"
"KOR"	"DEATH"	"1000000HAB"	2008	119.92	"Korea"
"KOR"	"INJURE"	"NBR"	2002	348149	"Korea"
"KOR"	"DEATH"	"1000000HAB"	2004	136.62	"Korea"
"KOR"	"ACCIDENTCASUAL"	"NBR"	2005	214171	"Korea"
"KOR"	"DEATH"	"1000000VEH"	2014	207.5	"Korea"
"KOR"	"DEATH"	"1000000VEH"	2000	685.69	"Korea"
"KOR"	"DEATH"	"1000000VEH"	2011	243.78	"Korea"
"KOR"	"ACCIDENTCASUAL"	"NBR"	2006	213745	"Korea"
"KOR"	"DEATH"	"1000000HAB"	2002	151.65	"Korea"
"KOR"	"DEATH"	"1000000VEH"	2010	264.26	"Korea"
"KOR"	"DEATH"	"1000000HAB"	2014	94.44	"Korea"
"KOR"	"ACCIDENTCASUAL"	"NBR"	2004	220755	"Korea"
"KOR"	"DEATH"	"1000000HAB"	2012	107.83	"Korea"
"KOR"	"DEATH"	"1000000HAB"	2013	101.39	"Korea"
"KOR"	"DEATH"	"1000000HAB"	2006	130.8	"Korea"
"KOR"	"ACCIDENTCASUAL"	"NBR"	2010	226878	"Korea"
"KOR"	"INJURE"	"NBR"	2008	338962	"Korea"
"KOR"	"DEATH"	"1000000VEH"	2009	286.35	"Korea"
"KOR"	"ACCIDENTCASUAL"	"NBR"	2009	231990	"Korea"
"KOR"	"DEATH"	"NBR"	2014	4762	"Korea"
"KOR"	"ACCIDENTCASUAL"	"NBR"	2011	221711	"Korea"
"KOR"	"DEATH"	"1000000HAB"	2009	118.7	"Korea"
"KOR"	"INJURE"	"NBR"	2004	346987	"Korea"
"KOR"	"DEATH"	"NBR"	2009	5838	"Korea"
"KOR"	"DEATH"	"NBR"	2007	6166	"Korea"
"KOR"	"DEATH"	"NBR"	2006	6327	"Korea"
"KOR"	"DEATH"	"1000000VEH"	2008	293.21	"Korea"
"KOR"	"DEATH"	"1000000VEH"	2006	333.47	"Korea"
"KOR"	"DEATH"	"1000000VEH"	2007	316.48	"Korea"
"KOR"	"DEATH"	"NBR"	2011	5229	"Korea"
"KOR"	"INJURE"	"NBR"	2011	341391	"Korea"
"KOR"	"INJURE"	"NBR"	2012	344565	"Korea"
"KOR"	"ACCIDENTCASUAL"	"NBR"	2007	211662	"Korea"
"KOR"	"INJURE"	"NBR"	2007	335906	"Korea"
"KOR"	"DEATH"	"NBR"	2010	5505	"Korea"
"KOR"	"DEATH"	"1000000HAB"	2005	132.45	"Korea"
"KOR"	"ACCIDENTCASUAL"	"NBR"	2003	240832	"Korea"
"KOR"	"DEATH"	"NBR"	2004	6563	"Korea"
"KOR"	"DEATH"	"NBR"	2005	6376	"Korea"
"KOR"	"DEATH"	"1000000VEH"	2005	344.41	"Korea"
"KOR"	"DEATH"	"NBR"	2001	8097	"Korea"
"KOR"	"DEATH"	"1000000VEH"	2002	437.83	"Korea"
"KOR"	"DEATH"	"NBR"	2015	4621	"Korea"
"KOR"	"DEATH"	"1000000VEH"	2015	195.32	"Korea"
"KOR"	"DEATH"	"1000000VEH"	2001	513.44	"Korea"
"KOR"	"DEATH"	"NBR"	2016	4292	"Korea"
"KOR"	"ACCIDENTCASUAL"	"NBR"	2008	215822	"Korea"
"KOR"	"ACCIDENTCASUAL"	"NBR"	2002	231026	"Korea"
"KOR"	"DEATH"	"1000000HAB"	2003	150.69	"Korea"
"KOR"	"DEATH"	"1000000VEH"	2013	227.31	"Korea"
"KOR"	"ACCIDENTCASUAL"	"NBR"	2013	215354	"Korea"
"KOR"	"INJURE"	"NBR"	2016	331720	"Korea"
"KOR"	"DEATH"	"NBR"	2000	10236	"Korea"
"KOR"	"DEATH"	"NBR"	2008	5870	"Korea"
"KOR"	"DEATH"	"1000000VEH"	2004	361.36	"Korea"
"KOR"	"INJURE"	"NBR"	2005	342233	"Korea"
"KOR"	"INJURE"	"NBR"	2006	340229	"Korea"
"KOR"	"INJURE"	"NBR"	2014	337497	"Korea"
"KOR"	"DEATH"	"1000000VEH"	2012	246.11	"Korea"
"KOR"	"DEATH"	"1000000HAB"	2001	170.98	"Korea"
"KOR"	"DEATH"	"NBR"	2003	7212	"Korea"
"KOR"	"DEATH"	"NBR"	2002	7222	"Korea"
"KOR"	"DEATH"	"1000000HAB"	2015	91.29	"Korea"
"KOR"	"ACCIDENTCASUAL"	"NBR"	2012	223656	"Korea"
"KOR"	"INJURE"	"NBR"	2013	328711	"Korea"
"KOR"	"ACCIDENTCASUAL"	"NBR"	2014	223552	"Korea"
"KOR"	"DEATH"	"1000000VEH"	2003	411.62	"Korea"
"KOR"	"DEATH"	"1000000HAB"	2000	217.75	"Korea"
"KOR"	"ACCIDENTCASUAL"	"NBR"	2016	220917	"Korea"
"KOR"	"INJURE"	"NBR"	2015	350400	"Korea"
"KOR"	"ACCIDENTCASUAL"	"NBR"	2015	232035	"Korea"
"LIE"	"INJURE"	"NBR"	2014	98	"Liechtenstein"
"LIE"	"INJURE"	"NBR"	2007	116	"Liechtenstein"
"LIE"	"DEATH"	"NBR"	2015	2	"Liechtenstein"
"LIE"	"DEATH"	"NBR"	2000	3	"Liechtenstein"
"LIE"	"DEATH"	"NBR"	2016	0	"Liechtenstein"
"LIE"	"DEATH"	"NBR"	2001	2	"Liechtenstein"
"LIE"	"ACCIDENTCASUAL"	"NBR"	2001	573	"Liechtenstein"
"LIE"	"INJURE"	"NBR"	2003	147	"Liechtenstein"
"LIE"	"DEATH"	"NBR"	2006	0	"Liechtenstein"
"LIE"	"INJURE"	"NBR"	2012	108	"Liechtenstein"
"LIE"	"INJURE"	"NBR"	2006	97	"Liechtenstein"
"LIE"	"INJURE"	"NBR"	2010	114	"Liechtenstein"
"LIE"	"ACCIDENTCASUAL"	"NBR"	2002	582	"Liechtenstein"
"LIE"	"INJURE"	"NBR"	2013	111	"Liechtenstein"
"LIE"	"DEATH"	"NBR"	2002	0	"Liechtenstein"
"LIE"	"ACCIDENTCASUAL"	"NBR"	2003	565	"Liechtenstein"
"LIE"	"INJURE"	"NBR"	2002	138	"Liechtenstein"
"LIE"	"DEATH"	"NBR"	2005	2	"Liechtenstein"
"LIE"	"ACCIDENTCASUAL"	"NBR"	2011	327	"Liechtenstein"
"LIE"	"INJURE"	"NBR"	2005	109	"Liechtenstein"
"LIE"	"DEATH"	"NBR"	2011	2	"Liechtenstein"
"LIE"	"ACCIDENTCASUAL"	"NBR"	2016	434	"Liechtenstein"
"LIE"	"INJURE"	"NBR"	2008	109	"Liechtenstein"
"LIE"	"ACCIDENTCASUAL"	"NBR"	2015	445	"Liechtenstein"
"LIE"	"INJURE"	"NBR"	2015	111	"Liechtenstein"
"LIE"	"ACCIDENTCASUAL"	"NBR"	2007	420	"Liechtenstein"
"LIE"	"DEATH"	"NBR"	2014	3	"Liechtenstein"
"LIE"	"INJURE"	"NBR"	2004	123	"Liechtenstein"
"LIE"	"DEATH"	"NBR"	2013	2	"Liechtenstein"
"LIE"	"DEATH"	"NBR"	2007	0	"Liechtenstein"
"LIE"	"ACCIDENTCASUAL"	"NBR"	2009	358	"Liechtenstein"
"LIE"	"INJURE"	"NBR"	2011	105	"Liechtenstein"
"LIE"	"INJURE"	"NBR"	2001	169	"Liechtenstein"
"LIE"	"ACCIDENTCASUAL"	"NBR"	2000	424	"Liechtenstein"
"LIE"	"DEATH"	"NBR"	2003	5	"Liechtenstein"
"LIE"	"DEATH"	"NBR"	2004	1	"Liechtenstein"
"LIE"	"DEATH"	"NBR"	2012	1	"Liechtenstein"
"LIE"	"INJURE"	"NBR"	2000	153	"Liechtenstein"
"LIE"	"ACCIDENTCASUAL"	"NBR"	2008	402	"Liechtenstein"
"LIE"	"DEATH"	"NBR"	2008	1	"Liechtenstein"
"LIE"	"ACCIDENTCASUAL"	"NBR"	2004	512	"Liechtenstein"
"LIE"	"DEATH"	"NBR"	2010	0	"Liechtenstein"
"LIE"	"INJURE"	"NBR"	2009	111	"Liechtenstein"
"LIE"	"ACCIDENTCASUAL"	"NBR"	2014	465	"Liechtenstein"
"LIE"	"INJURE"	"NBR"	2016	105	"Liechtenstein"
"LIE"	"ACCIDENTCASUAL"	"NBR"	2010	366	"Liechtenstein"
"LIE"	"ACCIDENTCASUAL"	"NBR"	2005	435	"Liechtenstein"
"LIE"	"ACCIDENTCASUAL"	"NBR"	2006	448	"Liechtenstein"
"LIE"	"DEATH"	"NBR"	2009	1	"Liechtenstein"
"LIE"	"ACCIDENTCASUAL"	"NBR"	2012	403	"Liechtenstein"
"LIE"	"ACCIDENTCASUAL"	"NBR"	2013	468	"Liechtenstein"
"LTU"	"DEATH"	"1000000VEH"	2008	236.85	"Lithuania"
"LTU"	"DEATH"	"1000000HAB"	2014	91.05	"Lithuania"
"LTU"	"DEATH"	"1000000VEH"	2009	173.41	"Lithuania"
"LTU"	"ACCIDENTCASUAL"	"NBR"	2005	6772	"Lithuania"
"LTU"	"DEATH"	"1000000VEH"	2010	139.42	"Lithuania"
"LTU"	"ACCIDENTCASUAL"	"NBR"	2004	6357	"Lithuania"
"LTU"	"DEATH"	"NBR"	2002	697	"Lithuania"
"LTU"	"DEATH"	"1000000HAB"	2004	222.68	"Lithuania"
"LTU"	"DEATH"	"1000000VEH"	2004	460.12	"Lithuania"
"LTU"	"DEATH"	"1000000VEH"	2006	389.68	"Lithuania"
"LTU"	"DEATH"	"1000000VEH"	2007	374.95	"Lithuania"
"LTU"	"INJURE"	"NBR"	2010	4230	"Lithuania"
"LTU"	"DEATH"	"NBR"	2008	499	"Lithuania"
"LTU"	"DEATH"	"1000000HAB"	2015	82.81	"Lithuania"
"LTU"	"DEATH"	"1000000VEH"	2013	112.48	"Lithuania"
"LTU"	"DEATH"	"NBR"	2001	706	"Lithuania"
"LTU"	"INJURE"	"NBR"	2001	7103	"Lithuania"
"LTU"	"DEATH"	"1000000VEH"	2011	136.15	"Lithuania"
"LTU"	"INJURE"	"NBR"	2009	4426	"Lithuania"
"LTU"	"DEATH"	"1000000VEH"	2003	448.6	"Lithuania"
"LTU"	"DEATH"	"NBR"	2005	773	"Lithuania"
"LTU"	"INJURE"	"NBR"	2005	8466	"Lithuania"
"LTU"	"DEATH"	"1000000VEH"	2012	134.95	"Lithuania"
"LTU"	"DEATH"	"1000000HAB"	2011	97.75	"Lithuania"
"LTU"	"DEATH"	"1000000HAB"	2012	101.08	"Lithuania"
"LTU"	"DEATH"	"1000000HAB"	2013	86.55	"Lithuania"
"LTU"	"ACCIDENTCASUAL"	"NBR"	2003	5965	"Lithuania"
"LTU"	"DEATH"	"NBR"	2010	299	"Lithuania"
"LTU"	"INJURE"	"NBR"	2000	6960	"Lithuania"
"LTU"	"DEATH"	"1000000HAB"	2003	207.6	"Lithuania"
"LTU"	"DEATH"	"NBR"	2009	370	"Lithuania"
"LTU"	"DEATH"	"NBR"	2003	709	"Lithuania"
"LTU"	"DEATH"	"NBR"	2004	752	"Lithuania"
"LTU"	"DEATH"	"1000000VEH"	2001	510.22	"Lithuania"
"LTU"	"DEATH"	"1000000VEH"	2002	471.23	"Lithuania"
"LTU"	"DEATH"	"1000000VEH"	2005	434.21	"Lithuania"
"LTU"	"INJURE"	"NBR"	2006	8252	"Lithuania"
"LTU"	"INJURE"	"NBR"	2007	8043	"Lithuania"
"LTU"	"INJURE"	"NBR"	2008	5818	"Lithuania"
"LTU"	"INJURE"	"NBR"	2011	3919	"Lithuania"
"LTU"	"INJURE"	"NBR"	2012	3951	"Lithuania"
"LTU"	"INJURE"	"NBR"	2013	4007	"Lithuania"
